submittedAt,name,category,subcategory,brand,description,price,costPrice,stockQuantity,unit,status,isFeatured,imageUrl,barcode,weightInGrams,shortDescription,netWeight,packageSize,unitsPerCarton,origin,ingredients,allergens,nutritionalInfo,servingSize,servingsPerPack,storageInstructions,shelfLifeDays,requiresRefrigeration,requiresFreezing,isOrganic,isHalal,isKosher,isVegan,isGlutenFree,nafdacNumber,tags
13/04/2026 15.02.30,Gel Peach & Jasmine,Household,Air Freshener,Air Wick,Gel Peach & Jasmine by Air Wick is a quality household product available at NigitTriple Supermarket.,1125,,4,Pack,Active,,https://res.cloudinary.com/nigittriple/image/upload/v1776613472/claude/gel-peach-jasmine-933741.jpg,6009695933741,45,Air Wick Gel Peach & Jasmine – quality household product for everyday use.,45g,Pack,24,Italy,,,,See packaging,See packaging,"Store in a cool, dry place away from children.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,household|air wick|air freshener
13/04/2026 15.04.27,Red Wine Tormarresca,Assorted Wine,Red Wine,Fichimori,"Red Wine Tormarresca by Fichimori is a premium Italian red wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",33750,,2,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613484/claude/red-wine-tormarresca-000473.jpg,8026530000473,750,Fichimori Red Wine Tormarresca – a distinguished Italian red wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|fichimori|red|fine wine
13/04/2026 15.13.14,Prosecco Velere Rose,Astoria Collection,Sparkling Wine,Astoria,"Prosecco Velere Rose by Astoria is a premium Italian rosé wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",21380,,6,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613498/claude/prosecco-velere-rose-045307.jpg,8003905045307,750,Astoria Prosecco Velere Rose – a distinguished Italian rosé wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|astoria|rosé|fine wine|prosecco|Astoria
13/04/2026 15.15.48,Sparkling Fashion Victim Special Edition Brut,Astoria Collection,Sparkling Wine,Astoria,"Sparkling Fashion Victim Special Edition Brut by Astoria is a premium Italian sparkling wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",16000,,5,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613512/claude/sparkling-fashion-victim-special-edition-brut-040517.jpg,8003905040517,750,Astoria Sparkling Fashion Victim Special Edition Brut – a distinguished Italian sparkling wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|astoria|sparkling|fine wine|Astoria
13/04/2026 15.18.49,Prosecco Tiemo Brut,Astoria Collection,Sparkling Wine,Astoria,"Prosecco Tiemo Brut by Astoria is a premium Italian rosé wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",20380,,6,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613525/claude/prosecco-tiemo-brut-044850.jpg,8003905044850,750,Astoria Prosecco Tiemo Brut – a distinguished Italian rosé wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|astoria|rosé|fine wine|prosecco|Astoria
13/04/2026 15.21.45,Sparkling Fashion Victim Unica Brut,Astoria Collection,Sparkling Wine,Astoria,"Sparkling Fashion Victim Unica Brut by Astoria is a premium Italian sparkling wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",20000,,1,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613538/claude/sparkling-fashion-victim-unica-brut-045215.jpg,8003905045215,750,Astoria Sparkling Fashion Victim Unica Brut – a distinguished Italian sparkling wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|astoria|sparkling|fine wine|Astoria
13/04/2026 15.28.07,Sparkling Luxury Gold Extra Dry,Astoria Collection,Sparkling Wine,Astoria,"Sparkling Luxury Gold Extra Dry by Astoria is a premium Italian Italian wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",28960,,10,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613553/claude/sparkling-luxury-gold-extra-dry-041309.jpg,8003905041309,750,Astoria Sparkling Luxury Gold Extra Dry – a distinguished Italian Italian wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|astoria|Italian|fine wine|Astoria
13/04/2026 15.37.16,White Wine Zisola Azisa Grillo,Assorted Wine,White Wine,Mazzei,"White Wine Zisola Azisa Grillo by Mazzei is a premium Italian white wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",34400,,5,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613568/claude/white-wine-zisola-azisa-grillo-761148.jpg,8016118761148,750,Mazzei White Wine Zisola Azisa Grillo – a distinguished Italian white wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|mazzei|white|fine wine
13/04/2026 15.41.25,Red Wine Pinot Nero,Assorted Wine,Red Wine,Maculan,"Red Wine Pinot Nero by Maculan is a premium Italian red wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",41720,,6,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613582/claude/red-wine-pinot-nero-190528.jpg,8022041190528,750,Maculan Red Wine Pinot Nero – a distinguished Italian red wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|maculan|red|fine wine
13/04/2026 15.44.17,Red Wine Nonno Matteo,Assorted Wine,Red Wine,San Zenone,"Red Wine Nonno Matteo by San Zenone is a premium Italian red wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",31000,,8,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613600/claude/red-wine-nonno-matteo-650194.jpg,8051764650194,750,San Zenone Red Wine Nonno Matteo – a distinguished Italian red wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|san zenone|red|fine wine
13/04/2026 15.54.28,Prosecco Gaggiandre Biologic Extra Dry,Astoria Collection,Sparkling Wine,Astoria,"Prosecco Gaggiandre Biologic Extra Dry by Astoria is a premium Italian rosé wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",22400,,6,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613618/claude/prosecco-gaggiandre-biologic-extra-dry-042696.jpg,8003905042696,750,Astoria Prosecco Gaggiandre Biologic Extra Dry – a distinguished Italian rosé wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|astoria|rosé|fine wine|prosecco|Astoria
13/04/2026 16.08.58,Sparkling Ribolla Gialla Butterfly Brut,Astoria Collection,Sparkling Wine,Astoria,"Sparkling Ribolla Gialla Butterfly Brut by Astoria is a premium Italian sparkling wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",16380,,2,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613634/claude/sparkling-ribolla-gialla-butterfly-brut-045789.jpg,8003905045789,750,Astoria Sparkling Ribolla Gialla Butterfly Brut – a distinguished Italian sparkling wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|astoria|sparkling|fine wine|Astoria
13/04/2026 16.21.33,Valdobbiadene  Casa Vittorino Brut,Astoria Collection,Sparkling Wine,Astoria,"Valdobbiadene  Casa Vittorino Brut by Astoria is a premium Italian sparkling wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",24780,,6,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613649/claude/valdobbiadene-casa-vittorino-brut-096651.jpg,8003905096651,750,Astoria Valdobbiadene  Casa Vittorino Brut – a distinguished Italian sparkling wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|astoria|sparkling|fine wine|Astoria
13/04/2026 16.25.22,Sparkling Zerotondo 9.5 alcohol Free,Astoria Collection,Non Alcoholic Wine,Astoria,"Sparkling Zerotondo 9.5 alcohol Free by Astoria is a premium Italian Italian wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",16500,,4,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613660/claude/sparkling-zerotondo-9-5-alcohol-free-041651.jpg,8003905041651,750,Astoria Sparkling Zerotondo 9.5 alcohol Free – a distinguished Italian Italian wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|astoria|Italian|fine wine|Astoria
13/04/2026 17.01.11,Green Apple Air & Car Freshener,Household,Freshener,Motion,Green Apple Air & Car Freshener by Motion is a quality household product available at NigitTriple Supermarket.,4500,,3,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613670/claude/green-apple-air-car-freshener-300335.jpg,6222042300335,380,Motion Green Apple Air & Car Freshener – quality household product for everyday use.,380g,Bottle,24,Italy,,,,See packaging,See packaging,"Store in a cool, dry place away from children.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,household|motion|freshener
13/04/2026 17.01.40,Valdobbiadene Superior Arzana,Astoria Collection,Sparkling Wine,Astoria,"Valdobbiadene Superior Arzana by Astoria is a premium Italian Italian wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",53950,,6,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613683/claude/valdobbiadene-superior-arzana-042290.jpg,8003905042290,750,Astoria Valdobbiadene Superior Arzana – a distinguished Italian Italian wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|astoria|Italian|fine wine|Astoria
13/04/2026 17.11.05,Ferrari Brut,Assorted Wine,Champagne,Ferrari,"Ferrari Brut by Ferrari is a premium Italian sparkling wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",64000,,3,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613697/claude/ferrari-brut-051116.jpg,8007355051116,750,Ferrari Ferrari Brut – a distinguished Italian sparkling wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|ferrari|sparkling|fine wine
13/04/2026 17.13.13,Di Cuori,Household,Toiletries,Regina,Di Cuori by Regina is a quality household product available at NigitTriple Supermarket.,10000,,10,Pack,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613708/claude/di-cuori-420891.jpg,8004260420891,530,Regina Di Cuori – quality household product for everyday use.,530g,Pack,24,Italy,,,,See packaging,See packaging,"Store in a cool, dry place away from children.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,household|regina|toiletries
13/04/2026 17.23.09,Maxi Scorta Napkins,Household,Kitchen Paper,Corona,Maxi Scorta Napkins by Corona is a quality household product available at NigitTriple Supermarket.,9000,,44,Pack,Active,,https://res.cloudinary.com/nigittriple/image/upload/v1776613718/claude/maxi-scorta-napkins-700005.jpg,8033011700005,250,Corona Maxi Scorta Napkins – quality household product for everyday use.,250g,Pack,24,Italy,,,,See packaging,See packaging,"Store in a cool, dry place away from children.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,household|corona|kitchen paper
13/04/2026 17.38.01,Coffee cup 80pcs,Household,Espresso cups,IMB,Coffee cup 80pcs by IMB is a quality household product available at NigitTriple Supermarket.,3025,,9,Pack,Active,,https://res.cloudinary.com/nigittriple/image/upload/v1776613728/claude/coffee-cup-80pcs-590139.jpg,8032642590139,85,IMB Coffee cup 80pcs – quality household product for everyday use.,85g,Pack,24,Italy,,,,See packaging,See packaging,"Store in a cool, dry place away from children.",1095,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,,household|imb|espresso cups
14/04/2026 8.48.57,White Wine Sobleblanc Chardonnay,Assorted Wine,White Wine,Tenuta Corbinaia,"White Wine Sobleblanc Chardonnay by Tenuta Corbinaia is a premium Italian white wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",25260,,6,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613740/claude/white-wine-sobleblanc-chardonnay-260034.jpg,8053904260034,750,Tenuta Corbinaia White Wine Sobleblanc Chardonnay – a distinguished Italian white wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|tenuta corbinaia|white|fine wine
14/04/2026 8.52.42,Red Wine Brunello Di Montalcino,Assorted Wine,Red Wine,Cecchi,"Red Wine Brunello Di Montalcino by Cecchi is a premium Italian red wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",88900,,3,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613752/claude/red-wine-brunello-di-montalcino-060511.jpg,8006030060511,750,Cecchi Red Wine Brunello Di Montalcino – a distinguished Italian red wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|cecchi|red|fine wine
14/04/2026 8.55.46,Sparkling Grande Cuvee Extra Dry,Assorted Wine,Sparkling Wine,Bellussi,"Sparkling Grande Cuvee Extra Dry by Bellussi is a premium Italian Italian wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",41000,,5,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613766/claude/sparkling-grande-cuvee-extra-dry-800008.jpg,800535800008,750,Bellussi Sparkling Grande Cuvee Extra Dry – a distinguished Italian Italian wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|bellussi|Italian|fine wine
14/04/2026 8.58.44,Red Wine Nero Di Troia Riserva,Assorted Wine,Red Wine,Ottagono,"Red Wine Nero Di Troia Riserva by Ottagono is a premium Italian red wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",49350,,4,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613777/claude/red-wine-nero-di-troia-riserva-007705.jpg,8015393007705,750,Ottagono Red Wine Nero Di Troia Riserva – a distinguished Italian red wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|ottagono|red|fine wine
14/04/2026 9.05.26,Red Wine Nero Di Ttoia Pietra Dei Lupi,Assorted Wine,Red wine,Cantine Carpentier,"Red Wine Nero Di Ttoia Pietra Dei Lupi by Cantine Carpentier is a premium Italian red wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",49350,,4,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613790/claude/red-wine-nero-di-ttoia-pietra-dei-lupi-521110.jpg,174825521110,750,Cantine Carpentier Red Wine Nero Di Ttoia Pietra Dei Lupi – a distinguished Italian red wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|cantine carpentier|red|fine wine
14/04/2026 9.11.11,White Wine Suade Sauvignon Blanc,Astoria Collection,White Wine,Astoria,"White Wine Suade Sauvignon Blanc by Astoria is a premium Italian white wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",21000,,4,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613803/claude/white-wine-suade-sauvignon-blanc-102543.jpg,8003905102543,750,Astoria White Wine Suade Sauvignon Blanc – a distinguished Italian white wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|astoria|white|fine wine|Astoria
14/04/2026 9.39.00,White Wine Estro Chardonnay,Astoria Collection,White Wine,Astoria,"White Wine Estro Chardonnay by Astoria is a premium Italian white wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",19000,,4,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613818/claude/white-wine-estro-chardonnay-101836.jpg,8003905101836,750,Astoria White Wine Estro Chardonnay – a distinguished Italian white wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|astoria|white|fine wine|Astoria
14/04/2026 9.42.19,Red Wine Icona Cabernet Sauvignon,Astoria Collection,Red Wine,Astoria,"Red Wine Icona Cabernet Sauvignon by Astoria is a premium Italian red wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",19000,,16,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613831/claude/red-wine-icona-cabernet-sauvignon-101843.jpg,8003905101843,750,Astoria Red Wine Icona Cabernet Sauvignon – a distinguished Italian red wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|astoria|red|fine wine|Astoria
14/04/2026 9.47.51,Sweet Wine Marzemino  Fervo Passito,Astoria Collection,Sweet Wine,Astoria,"Sweet Wine Marzemino  Fervo Passito by Astoria is a premium Italian Italian wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",34950,,6,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613842/claude/sweet-wine-marzemino-fervo-passito-040227.jpg,8003905040227,500,Astoria Sweet Wine Marzemino  Fervo Passito – a distinguished Italian Italian wine with elegant character.,500ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~3 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|astoria|Italian|fine wine|Astoria
14/04/2026 9.56.18,Red Wine Toscana,Assorted Wine,Red Wine,Santa Cristina,"Red Wine Toscana by Santa Cristina is a premium Italian red wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",27750,,1,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613853/claude/red-wine-toscana-361404.jpg,8001935361404,750,Santa Cristina Red Wine Toscana – a distinguished Italian red wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|santa cristina|red|fine wine
14/04/2026 10.00.06,Red Wine Vendemmia terre siciliane IGT,Assorted Wine,Red Wine,Corvo,"Red Wine Vendemmia terre siciliane IGT by Corvo is a premium Italian red wine of exceptional quality. Crafted from the finest Italian grape varieties, it offers a well-balanced flavour profile. Perfect for dining, entertaining, or gifting.",20000,,3,Bottle,Active,Yes,https://res.cloudinary.com/nigittriple/image/upload/v1776613864/claude/red-wine-vendemmia-terre-siciliane-igt-121033.jpg,8007063121033,750,Corvo Red Wine Vendemmia terre siciliane IGT – a distinguished Italian red wine with elegant character.,750ml,Bottle,6,Italy,,Sulphites,"{""calories"": 85, ""protein_g"": 0.1, ""carbs_g"": 2.5, ""fat_g"": 0, ""fiber_g"": 0, ""sodium_mg"": 5}",150ml,~5 servings,"Store in a cool, dark place at 12–15°C. Serve at appropriate temperature for wine type.",1825,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,,wine|Italian wine|corvo|red|fine wine
